clientIp, serverIp, query_id, initial_time, query_name, query_rtype, nb_repeats, last_repeat_time, nb_response, first_response_time, cname_count, cname, query_length, response_length, a_val, response_time, repeat_time
192.168.1.102,8.8.8.8,10811,431563144,d3t6a4n4328shg.cloudfront.net,AAAA,1,431563144,1,431666645,0,,89,313,2600:9000:203a:2600:1d:c25c:d00:93a1, 103501, 0
192.168.1.102,8.8.8.8,60921,1042302064,star-mini.c10r.facebook.com,AAAA,1,1042302064,1,1042360848,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 58784, 0
192.168.1.102,8.8.8.8,31478,1402702998,star-mini.c10r.facebook.com,A,1,1402702998,1,1402754069,0,,87,103,31.13.77.36, 51071, 0
192.168.1.102,8.8.8.8,22772,843084814,star-mini.c10r.facebook.com,AAAA,1,843084814,1,843144343,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59529, 0
192.168.1.102,8.8.8.8,7439,1398084945,a-g02s02.insnw.net,A,2,1398177403,2,1398198778,0,,78,94,192.33.31.62, 113833, 92458
192.168.1.102,8.8.8.8,6241,1431362470,bbc.map.fastly.net,AAAA,1,1431362470,1,1431439775,0,,78,139,, 77305, 0
192.168.1.102,8.8.8.8,37894,356724302,prod.f.ssl.global.fastly.net,AAAA,1,356724302,1,356801125,0,,88,149,, 76823, 0
192.168.1.102,8.8.8.8,10017,1452140408,bbc.map.fastly.net,AAAA,1,1452140408,1,1452193076,0,,78,139,, 52668, 0
192.168.1.102,8.8.8.8,47231,344341621,homedelivery.nydailynews.com,AAAA,2,344466978,2,344492078,0,,88,88,, 150457, 125357
192.168.1.102,8.8.8.8,50258,1397904479,jadserve.postrelease.com.akadns.net,AAAA,2,1397998293,2,1398020302,0,,95,161,, 115823, 93814
192.168.1.102,8.8.8.8,43322,1022262463,apnews.com,A,1,1022262463,1,1022338706,0,,70,134,216.239.34.21, 76243, 0
192.168.1.102,8.8.8.8,29533,1154390846,securemail.myhosting.com,AAAA,2,1154471792,2,1154485411,0,,84,145,, 94565, 80946
192.168.1.102,8.8.8.8,6239,395572712,d24d0kvrm1726c.cloudfront.net,AAAA,1,395572712,1,395642301,0,,89,176,, 69589, 0
192.168.1.102,8.8.8.8,60189,633659231,sp1.convertro.com,AAAA,1,633659231,1,633727646,0,,77,159,, 68415, 0
192.168.1.102,8.8.8.8,49115,632793320,star-mini.c10r.facebook.com,AAAA,1,632793320,1,632868650,0,,87,115,2a03:2880:f10d:183:face:b00c:0:25de, 75330, 0
192.168.1.102,8.8.8.8,3139,1250237536,c.jsrdn.com,AAAA,1,1250237536,1,1250287807,0,,71,155,, 50271, 0
192.168.1.102,8.8.8.8,11909,694156733,a416.w3.akamai.net,AAAA,1,694156733,1,694234199,0,,78,140,, 77466, 0
192.168.1.102,8.8.8.8,43300,1228878118,thetab.com,AAAA,1,1228878118,1,1228955044,0,,70,154,, 76926, 0
192.168.1.102,8.8.8.8,60824,1436134152,c.go-mpulse.net.cdn.cloudflare.net,A,1,1436134152,1,1436211867,0,,94,174,104.16.124.228, 77715, 0
192.168.1.102,8.8.8.8,1454,1257736003,star-mini.c10r.facebook.com,AAAA,1,1257736003,1,1257796392,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 60389, 0
192.168.1.102,8.8.8.8,6967,120748236,d2tpbry8f62bv9.cloudfront.net,A,1,120748236,1,120836075,0,,89,217,52.84.50.197, 87839, 0
192.168.1.102,8.8.8.8,47785,399102874,star-mini.c10r.facebook.com,A,1,399102874,1,399162152,0,,87,103,31.13.77.36, 59278, 0
192.168.1.102,8.8.8.8,1653,813064594,master-pqpd4e47pvdq4.us.platform.sh,A,1,813064594,1,813142672,0,,95,111,54.210.55.162, 78078, 0
192.168.1.102,8.8.8.8,7480,541053850,detectportal.firefox.com,A,1,541053850,1,541127229,1,d2tpbry8f62bv9.cloudfront.net,84,255,52.85.77.79, 73379, 0
192.168.1.102,8.8.8.8,2750,220267972,sb.scorecardresearch.com,A,1,220267972,1,220392288,2,e1879.e7.akamaiedge.net,84,184,104.109.157.248, 124316, 0
192.168.1.102,8.8.8.8,57760,1257677323,star-mini.c10r.facebook.com,A,1,1257677323,1,1257735392,0,,87,103,31.13.77.36, 58069, 0
192.168.1.102,8.8.8.8,23996,1327056082,star-mini.c10r.facebook.com,AAAA,1,1327056082,1,1327123353,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 67271, 0
192.168.1.102,8.8.8.8,37050,636829367,star-mini.c10r.facebook.com,A,1,636829367,1,636896561,0,,87,103,31.13.77.36, 67194, 0
192.168.1.102,8.8.8.8,59067,220047669,star-mini.c10r.facebook.com,A,1,220047669,1,220105975,0,,87,103,31.13.77.36, 58306, 0
192.168.1.102,8.8.8.8,51895,127171798,star-mini.c10r.facebook.com,A,1,127171798,1,127227650,0,,87,103,31.13.77.36, 55852, 0
192.168.1.102,8.8.8.8,56754,1402754860,star-mini.c10r.facebook.com,AAAA,1,1402754860,1,1402810375,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 55515, 0
192.168.1.102,8.8.8.8,31664,866588630,star-mini.c10r.facebook.com,A,1,866588630,1,866663139,0,,87,103,31.13.77.36, 74509, 0
192.168.1.102,8.8.8.8,12377,1038542188,e10883.g.akamaiedge.net,AAAA,1,1038542188,1,1038604877,0,,83,144,, 62689, 0
192.168.1.102,8.8.8.8,3993,219185767,the1a.org,AAAA,1,219185767,1,219266365,0,,69,151,, 80598, 0
192.168.1.102,8.8.8.8,59785,399162681,star-mini.c10r.facebook.com,AAAA,1,399162681,1,399222210,0,,87,115,2a03:2880:f10d:83:face:b00c:0:25de, 59529, 0
192.168.1.102,8.8.8.8,49030,790755160,star-mini.c10r.facebook.com,A,1,790755160,1,790805837,0,,87,103,31.13.66.36, 50677, 0
192.168.1.102,8.8.8.8,12996,1022041659,projectshield.googlehosted.com,A,1,1022041659,1,1022120541,0,,90,106,107.178.244.221, 78882, 0
192.168.1.102,8.8.8.8,24607,1529174950,www.xkcd.com,A,1,1529174950,1,1529231538,1,xkcd.com,72,150,151.101.0.67, 56588, 0
192.168.1.102,8.8.8.8,19150,1014581562,pubhub.bing.com,A,1,1014581562,1,1014665898,2,ssl.bingnewspubhub.bingnewspublishercenterase.p.azurewebsites.net,75,184,138.91.136.141, 84336, 0
192.168.1.102,8.8.8.8,11120,125633470,abcvod.abcnews.com,A,1,125633470,1,125714804,2,a948.g1.akamai.net,78,185,172.56.140.74, 81334, 0
192.168.1.102,8.8.8.8,3076,395502685,native.sharethrough.com,AAAA,1,395502685,1,395562205,0,,83,161,, 59520, 0
192.168.1.102,8.8.8.8,43862,633529371,sp1.convertro.com,A,1,633529371,1,633586588,0,,77,205,54.88.114.175, 57217, 0
192.168.1.102,8.8.8.8,15722,1578951023,foxnewsinsider.com,A,1,1578951023,1,1579010203,0,,78,94,66.230.193.63, 59180, 0
192.168.1.102,8.8.8.8,6038,1579150294,star-mini.c10r.facebook.com,AAAA,1,1579150294,1,1579210277,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59983, 0
192.168.1.102,8.8.8.8,31125,477562067,star-mini.c10r.facebook.com,AAAA,1,477562067,1,477621298,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59231, 0
192.168.1.102,8.8.8.8,42385,752886630,star-mini.c10r.facebook.com,AAAA,1,752886630,1,752945821,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59191, 0
192.168.1.102,8.8.8.8,21204,1043081636,tax.thomsonreuters.com,AAAA,1,1043081636,1,1043159559,0,,82,159,, 77923, 0
192.168.1.102,8.8.8.8,14699,1436634020,star-mini.c10r.facebook.com,AAAA,1,1436634020,1,1436692506,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 58486, 0
192.168.1.102,8.8.8.8,27749,752827043,star-mini.c10r.facebook.com,A,1,752827043,1,752885947,0,,87,103,31.13.77.36, 58904, 0
192.168.1.102,8.8.8.8,25445,908676371,star-mini.c10r.facebook.com,AAAA,1,908676371,1,908744479,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 68108, 0
192.168.1.102,8.8.8.8,19043,896971262,star-mini.c10r.facebook.com,A,1,896971262,1,897050373,0,,87,103,31.13.77.36, 79111, 0
192.168.1.102,8.8.8.8,6785,1007902001,dart.l.doubleclick.net,AAAA,1,1007902001,1,1007981657,0,,82,142,, 79656, 0
192.168.1.102,8.8.8.8,22605,211953284,e4539.g.akamaiedge.net,AAAA,1,211953284,1,212025768,0,,82,143,, 72484, 0
192.168.1.102,8.8.8.8,10110,344066148,star-mini.c10r.facebook.com,A,1,344066148,1,344124329,0,,87,103,31.13.77.36, 58181, 0
192.168.1.102,8.8.8.8,33918,536801471,star-mini.c10r.facebook.com,A,1,536801471,1,536867475,0,,87,103,157.240.11.35, 66004, 0
192.168.1.102,8.8.8.8,5985,959063487,star-mini.c10r.facebook.com,A,1,959063487,1,959122356,0,,87,103,157.240.11.35, 58869, 0
192.168.1.102,8.8.8.8,9402,344341110,sendtonews.wpengine.com,A,1,344341110,1,344427249,0,,83,99,104.199.116.147, 86139, 0
192.168.1.102,8.8.8.8,40425,701192486,d.ssl.global.fastly.net,A,1,701192486,1,701254421,0,,83,147,151.101.0.207, 61935, 0
192.168.1.102,8.8.8.8,58490,821161193,star-mini.c10r.facebook.com,A,1,821161193,1,821231986,0,,87,103,31.13.77.36, 70793, 0
192.168.1.102,8.8.8.8,38244,1255284715,pixel.wp.com,A,1,1255284715,1,1255335719,0,,72,88,192.0.76.3, 51004, 0
192.168.1.102,8.8.8.8,127,1579090732,star-mini.c10r.facebook.com,A,1,1579090732,1,1579149832,0,,87,103,31.13.77.36, 59100, 0
192.168.1.102,8.8.8.8,25973,127228175,star-mini.c10r.facebook.com,AAAA,1,127228175,1,127287750,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59575, 0
192.168.1.102,8.8.8.8,23221,324905256,prod.appnexus.map.fastly.net,A,1,324905256,1,324963931,0,,88,152,151.101.1.108, 58675, 0
192.168.1.102,8.8.8.8,2444,664469427,scontent-sea1-1.xx.fbcdn.net,A,2,664562364,2,664777074,0,,88,104,31.13.76.107, 307647, 92937
192.168.1.102,8.8.8.8,19650,754445364,e4937.d.akamaiedge.net,AAAA,1,754445364,1,754505739,0,,82,143,, 60375, 0
192.168.1.102,8.8.8.8,20337,998031494,star-mini.c10r.facebook.com,A,1,998031494,1,998108380,0,,87,103,157.240.11.35, 76886, 0
192.168.1.102,8.8.8.8,22606,960141351,star-mini.c10r.facebook.com,AAAA,1,960141351,1,960201178,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59827, 0
192.168.1.102,8.8.8.8,63823,1007091707,star-mini.c10r.facebook.com,A,2,1007185483,2,1007189189,0,,87,103,157.240.11.35, 97482, 93776
192.168.1.102,8.8.8.8,50502,220106560,star-mini.c10r.facebook.com,AAAA,1,220106560,1,220172964,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 66404, 0
192.168.1.102,8.8.8.8,29780,219026942,the1a.org,A,1,219026942,1,219105052,0,,69,85,54.164.224.252, 78110, 0
192.168.1.102,8.8.8.8,32289,1397894047,content.jwplatform.com,A,2,1397987239,2,1397993841,0,,82,210,52.84.21.221, 99794, 93192
192.168.1.102,8.8.8.8,3137,477502272,star-mini.c10r.facebook.com,A,1,477502272,1,477561407,0,,87,103,31.13.77.36, 59135, 0
192.168.1.102,8.8.8.8,24207,1400712507,entitlements.jwplayer.com,A,1,1400712507,1,1400804952,0,,85,213,52.84.21.243, 92445, 0
192.168.1.102,8.8.8.8,64843,219105804,the1a.org,A,1,219105804,1,219185185,0,,69,85,54.164.224.252, 79381, 0
192.168.1.102,8.8.8.8,43354,348265839,star-mini.c10r.facebook.com,AAAA,1,348265839,1,348330629,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 64790, 0
192.168.1.102,8.8.8.8,3282,1020062860,www.aljazeera.com,A,2,1020155201,2,1020272080,2,www.aljazeera.com.c.itmdb.net,77,209,4.27.8.126, 209220, 92341
192.168.1.102,8.8.8.8,42225,1132620685,www.scribd.com,A,1,1132620685,1,1132698226,1,c.ssl.global.fastly.net,74,175,151.101.0.175, 77541, 0
192.168.1.102,8.8.8.8,51860,431461509,d3t6a4n4328shg.cloudfront.net,A,1,431461509,1,431562438,0,,89,217,52.84.21.76, 100929, 0
192.168.1.102,8.8.8.8,17541,753011377,a1677.w5.akamai.net,AAAA,1,753011377,1,753092034,0,,79,141,, 80657, 0
192.168.1.102,8.8.8.8,45908,790806554,star-mini.c10r.facebook.com,AAAA,1,790806554,1,790872427,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 65873, 0
192.168.1.102,8.8.8.8,50279,208663627,a1574.w3.akamai.net,A,1,208663627,1,208752751,0,,79,111,172.56.140.89, 89124, 0
192.168.1.102,8.8.8.8,14162,489707510,star-mini.c10r.facebook.com,AAAA,1,489707510,1,489785815,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 78305, 0
192.168.1.102,8.8.8.8,54832,122608200,fastcast.gns.go.com,AAAA,1,122608200,1,122686073,0,,79,131,, 77873, 0
192.168.1.102,8.8.8.8,4144,1022021740,www.bbc.net.uk,A,1,1022021740,1,1022080764,0,,74,106,212.58.244.66, 59024, 0
192.168.1.102,8.8.8.8,11345,344125580,star-mini.c10r.facebook.com,AAAA,1,344125580,1,344188382,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 62802, 0
192.168.1.102,8.8.8.8,59412,1022081658,www.bbc.net.uk,AAAA,1,1022081658,1,1022158740,0,,74,136,, 77082, 0
192.168.1.102,8.8.8.8,39234,1226783391,www.esyria.sy,A,2,1226869304,2,1226946677,0,,73,89,213.178.225.204, 163286, 85913
192.168.1.102,8.8.8.8,5071,1432734794,www.bbc.net.uk,A,1,1432734794,1,1432793304,0,,74,106,212.58.246.94, 58510, 0
192.168.1.102,8.8.8.8,22380,665089645,scontent-sea1-1.xx.fbcdn.net,AAAA,2,665182967,2,665395503,0,,88,116,2a03:2880:f001:b:face:b00c:0:3, 305858, 93322
192.168.1.102,8.8.8.8,41510,1432794055,www.bbc.net.uk,AAAA,1,1432794055,1,1432852227,0,,74,136,, 58172, 0
192.168.1.102,8.8.8.8,713,1579981810,a1111.w7.akamai.net,AAAA,1,1579981810,1,1580069087,0,,79,141,, 87277, 0
192.168.1.102,8.8.8.8,43048,663029443,star-mini.c10r.facebook.com,AAAA,1,663029443,1,663087919,0,,87,115,2a03:2880:f113:8083:face:b00c:0:25de, 58476, 0
192.168.1.102,8.8.8.8,44774,1039850468,e607.e11.akamaiedge.net,A,1,1039850468,1,1039908582,0,,83,99,23.11.30.25, 58114, 0
192.168.1.102,8.8.8.8,10047,942584167,star-mini.c10r.facebook.com,AAAA,1,942584167,1,942643109,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 58942, 0
192.168.1.102,8.8.8.8,2675,337780885,e9478.x.akamaiedge.net,A,1,337780885,1,337869430,0,,82,98,23.200.94.239, 88545, 0
192.168.1.102,8.8.8.8,23271,1340609105,d3dytsf4vrjn5x.cloudfront.net,A,2,1340701404,2,1341009279,0,,89,217,52.84.50.173, 400174, 92299
192.168.1.102,8.8.8.8,37338,218906022,shops.myshopify.com,A,1,218906022,1,218966028,0,,79,95,23.227.38.32, 60006, 0
192.168.1.102,8.8.8.8,676,158249804,nodecollectorext-1054271745.us-east-1.elb.amazonaws.com,AAAA,1,158249804,1,158326154,0,,115,197,, 76350, 0
192.168.1.102,8.8.8.8,41473,750645306,nodecollectorext-1054271745.us-east-1.elb.amazonaws.com,A,1,750645306,1,750705702,0,,115,163,34.197.153.173, 60396, 0
192.168.1.102,8.8.8.8,47913,1436520386,pages.email.bbc.com,A,1,1436520386,1,1436591601,1,pages.virt.s6.exacttarget.com,79,135,68.232.203.80, 71215, 0
192.168.1.102,8.8.8.8,25807,321456279,tags.bluekai.com,A,1,321456279,1,321544582,1,tags.phx.bluekai.com,76,339,129.146.12.99, 88303, 0
192.168.1.102,8.8.8.8,28908,514925896,scontent-sea1-1.xx.fbcdn.net,A,1,514925896,1,515007557,0,,88,104,31.13.76.107, 81661, 0
192.168.1.102,8.8.8.8,34781,1022628113,e8732.dscb.akamaiedge.net,AAAA,1,1022628113,1,1022706838,0,,85,141,2600:1409:a:198::221c, 78725, 0
192.168.1.102,8.8.8.8,52268,1041481634,cn.reutersmedia.net,A,2,1041574894,2,1041581802,0,,79,207,52.84.21.41, 100168, 93260
192.168.1.102,8.8.8.8,20486,555740593,star-mini.c10r.facebook.com,AAAA,1,555740593,1,555799699,0,,87,115,2a03:2880:f122:83:face:b00c:0:25de, 59106, 0
192.168.1.102,8.8.8.8,34523,344663988,deliveryservice-prod-ext-a-1931518123.us-east-1.elb.amazonaws.com,AAAA,1,344663988,1,344742372,0,,125,207,, 78384, 0
192.168.1.102,8.8.8.8,39683,345931966,a771.dscq.akamai.net,A,1,345931966,1,346018215,0,,80,112,165.254.58.18, 86249, 0
192.168.1.102,8.8.8.8,56037,346018775,a771.dscq.akamai.net,AAAA,2,346143074,2,346149171,0,,80,136,2600:1409:a::173b:bd59, 130396, 124299
192.168.1.102,8.8.8.8,24068,662977778,star-mini.c10r.facebook.com,A,1,662977778,1,663027833,0,,87,103,31.13.77.36, 50055, 0
192.168.1.102,8.8.8.8,36098,1219266220,a771.dscq.akamai.net,A,2,1219345540,2,1219404105,0,,80,112,165.254.58.81, 137885, 79320
192.168.1.102,8.8.8.8,33334,1219404793,a771.dscq.akamai.net,AAAA,2,1219486127,2,1219502212,0,,80,136,2600:1409:a::173b:bd5b, 97419, 81334
192.168.1.102,8.8.8.8,14104,1340187095,a771.dscq.akamai.net,A,2,1340280195,2,1340467327,0,,80,112,165.254.58.81, 280232, 93100
192.168.1.102,8.8.8.8,49374,1340467860,a771.dscq.akamai.net,AAAA,2,1340560295,2,1340798182,0,,80,136,2600:1409:a::173b:bd59, 330322, 92435
192.168.1.102,8.8.8.8,8969,1436574615,star-mini.c10r.facebook.com,A,1,1436574615,1,1436633437,0,,87,103,31.13.77.36, 58822, 0
192.168.1.102,8.8.8.8,44287,1042287192,uk.reutersmedia.net,A,2,1042379938,2,1042399548,0,,79,207,52.84.21.75, 112356, 92746
192.168.1.102,8.8.8.8,55608,847234834,video-sea1-1.xx.fbcdn.net,A,1,847234834,1,847304572,0,,85,101,31.13.76.109, 69738, 0
192.168.1.102,8.8.8.8,6416,1226277902,www.redanalysis.org,A,2,1226359484,2,1226436632,0,,79,95,173.236.244.181, 158730, 81582
192.168.1.102,8.8.8.8,10230,1576734720,metrics.foxnews.com,A,1,1576734720,1,1576810236,1,foxnews.com.d1.sc.omtrdc.net,79,249,66.235.138.197, 75516, 0
192.168.1.102,8.8.8.8,24436,633847034,clients.l.google.com,A,1,633847034,1,633928045,0,,80,272,172.56.146.38, 81011, 0
192.168.1.102,8.8.8.8,62183,633928727,clients.l.google.com,AAAA,2,634021659,2,634021610,0,,80,108,2607:f8b0:400a:808::200e, 92883, 92932
192.168.1.102,8.8.8.8,58646,579209381,star-mini.c10r.facebook.com,A,1,579209381,1,579279686,0,,87,103,157.240.11.35, 70305, 0
192.168.1.102,8.8.8.8,46084,1135269112,a-0001.a-msedge.net,AAAA,1,1135269112,1,1135320059,0,,79,139,, 50947, 0
192.168.1.102,8.8.8.8,22,1326994860,star-mini.c10r.facebook.com,A,1,1326994860,1,1327055613,0,,87,103,31.13.77.36, 60753, 0
192.168.1.102,8.8.8.8,46341,694564856,staticftv-a.akamaihd.net,A,2,694658407,2,694694432,2,a550.g1.akamai.net,84,194,172.56.140.72, 129576, 93551
192.168.1.102,8.8.8.8,39717,1021572790,jamestown.org,A,2,1021665549,2,1021675756,0,,73,105,104.25.57.99, 102966, 92759
192.168.1.102,8.8.8.8,15188,1021760319,jamestown.org,AAAA,1,1021760319,1,1021847825,0,,73,129,2400:cb00:2048:1::6819:3a63, 87506, 0
192.168.1.102,8.8.8.8,13529,1392276927,a-0001.a-msedge.net,A,1,1392276927,1,1392334151,0,,79,111,204.79.197.200, 57224, 0
192.168.1.102,8.8.8.8,27135,1399539193,funn.graphiq.com,A,1,1399539193,1,1399631905,1,production-funnel-1371934910.us-west-1.elb.amazonaws.com,76,175,52.52.124.215, 92712, 0
192.168.1.102,8.8.8.8,39554,1580729473,a485.b.akamai.net,A,2,1580823120,2,1580855985,0,,77,109,165.254.58.67, 126512, 93647
192.168.1.102,8.8.8.8,10619,236390710,www.cio.com,A,1,236390710,1,236505546,1,prod.idgns.map.fastly.net,71,126,151.101.52.230, 114836, 0
192.168.1.102,8.8.8.8,55317,348190340,www.facebook.com,A,1,348190340,1,348263690,1,star-mini.c10r.facebook.com,76,121,157.240.11.35, 73350, 0
192.168.1.102,8.8.8.8,2686,696806212,cdn.krxd.net,A,2,696898953,2,696907175,3,cdn-fastly.krxd.net.c.global-ssl.fastly.net,72,250,151.101.0.175, 100963, 92741
192.168.1.102,8.8.8.8,40216,1132247966,counterpunch.org,A,1,1132247966,1,1132324291,0,,76,92,104.154.139.245, 76325, 0
192.168.1.102,8.8.8.8,37988,516260845,star.c10r.facebook.com,A,1,516260845,1,516319652,0,,82,98,31.13.77.6, 58807, 0
192.168.1.102,8.8.8.8,22012,1124839241,thomsonreuters.com,A,2,1124933080,2,1124962018,0,,78,110,163.231.4.86, 122777, 93839
192.168.1.102,8.8.8.8,49630,339942378,f.ssl.fastly.net,A,1,339942378,1,340003682,0,,76,92,151.101.52.64, 61304, 0
192.168.1.102,8.8.8.8,13681,205623055,a629.g.akamai.net,AAAA,1,205623055,1,205686403,0,,77,138,, 63348, 0
192.168.1.102,8.8.8.8,61619,122472993,fastcast.go.com,A,1,122472993,1,122546949,1,fastcast.gns.go.com,75,118,199.181.132.89, 73956, 0
192.168.1.102,8.8.8.8,16305,513995505,scontent.xx.fbcdn.net,AAAA,1,513995505,1,514087018,0,,81,109,2a03:2880:f022:b:face:b00c:0:3, 91513, 0
192.168.1.102,8.8.8.8,273,1132398800,www.wral.com,A,2,1132478302,2,1132498211,0,,72,200,52.84.21.122, 99411, 79502
192.168.1.102,8.8.8.8,50235,1452100352,polling.bbc.co.uk,A,1,1452100352,1,1452179909,2,e11572.g.akamaiedge.net,77,170,23.48.157.139, 79557, 0
192.168.1.102,8.8.8.8,25257,1219174832,ocsp.int-x3.letsencrypt.org,A,1,1219174832,1,1219263308,2,a771.dscq.akamai.net,87,205,165.254.58.18, 88476, 0
192.168.1.102,8.8.8.8,40689,1580071037,help.foxnews.com,A,2,1580164801,2,1580204229,2,a1082.w7.akamai.net,76,182,165.254.26.145, 133192, 93764
192.168.1.102,8.8.8.8,50562,1572536967,a57.foxnews.com,A,1,1572536967,1,1572628939,2,e6338.g.akamaiedge.net,75,165,23.198.108.9, 91972, 0
192.168.1.102,8.8.8.8,47652,959666236,star.c10r.facebook.com,A,1,959666236,1,959722000,0,,82,98,31.13.77.6, 55764, 0
192.168.1.102,8.8.8.8,61186,220306813,t.co,AAAA,1,220306813,1,220367141,0,,64,133,, 60328, 0
192.168.1.102,8.8.8.8,1108,1337174617,images5.aplus.com,A,2,1337267071,2,1337311964,2,cds.s9c9y6d7.hwcdn.net,77,177,69.16.175.10, 137347, 92454
192.168.1.102,8.8.8.8,61854,1578110834,widget-cdn.rpxnow.com,A,2,1578203211,2,1578209006,0,,81,209,52.84.21.117, 98172, 92377
192.168.1.102,8.8.8.8,64395,1340019398,ocsp.int-x3.letsencrypt.org,A,2,1340111999,2,1340185550,2,a771.dscq.akamai.net,87,205,165.254.58.18, 166152, 92601
192.168.1.102,8.8.8.8,32211,1454674809,ad.doubleclick.net,A,1,1454674809,1,1454752269,1,dart.l.doubleclick.net,78,115,172.217.3.166, 77460, 0
192.168.1.102,8.8.8.8,37425,1016261808,computerworld.com,AAAA,1,1016261808,1,1016339363,0,,77,142,, 77555, 0
192.168.1.102,8.8.8.8,33562,1020419425,www.usatoday.com,A,1,1020419425,1,1020499700,1,domains.gannett.map.fastly.net,76,184,151.101.2.62, 80275, 0
192.168.1.102,8.8.8.8,63610,1576597343,e11100.g.akamaiedge.net,AAAA,1,1576597343,1,1576650861,0,,83,144,, 53518, 0
192.168.1.102,8.8.8.8,37621,942496377,www.facebook.com,A,1,942496377,1,942583003,1,star-mini.c10r.facebook.com,76,121,31.13.77.36, 86626, 0
192.168.1.102,8.8.8.8,3191,1339365315,a1448.b.akamai.net,A,2,1339458562,2,1339458776,0,,78,110,165.254.58.57, 93461, 93247
192.168.1.102,8.8.8.8,203,1578768946,nation.foxnews.com,A,2,1578865699,2,1578896975,2,a1152.w7.akamai.net,78,186,165.254.26.154, 128029, 96753
192.168.1.102,8.8.8.8,47652,601093066,d2tpbry8f62bv9.cloudfront.net,A,1,601093066,1,601163562,0,,89,217,52.84.50.165, 70496, 0
192.168.1.102,8.8.8.8,61489,1580277712,press.foxnews.com,A,2,1580370868,2,1580396009,2,a1603.w7.akamai.net,77,184,165.254.26.144, 118297, 93156
192.168.1.102,8.8.8.8,37012,1322217362,s2.files.wordpress.com,AAAA,1,1322217362,1,1322301367,0,,82,135,, 84005, 0
192.168.1.102,8.8.8.8,37684,1250009363,s2.files.wordpress.com,A,1,1250009363,1,1250086444,0,,82,114,192.0.72.18, 77081, 0
192.168.1.102,8.8.8.8,51314,1572949206,d5i9o0tpq9sa1.cloudfront.net,AAAA,1,1572949206,1,1573010671,0,,88,175,, 61465, 0
192.168.1.102,8.8.8.8,13818,1338859076,scontent.xx.fbcdn.net,AAAA,1,1338859076,1,1338919801,0,,81,109,2a03:2880:f022:b:face:b00c:0:3, 60725, 0
192.168.1.102,8.8.8.8,64469,479361935,scontent.xx.fbcdn.net,A,1,479361935,1,479420956,0,,81,97,31.13.77.12, 59021, 0
192.168.1.102,8.8.8.8,29001,1038442400,e10883.g.akamaiedge.net,A,2,1038535742,2,1038541585,0,,83,99,23.198.167.75, 99185, 93342
192.168.1.102,8.8.8.8,13143,1339459416,a1448.b.akamai.net,AAAA,1,1339459416,1,1339541640,0,,78,139,, 82224, 0
192.168.1.102,8.8.8.8,45499,1579675677,ipv4.portal.aol.com.aol.akadns.net,A,2,1579768874,2,1579772950,0,,94,126,54.148.112.228, 97273, 93197
192.168.1.102,8.8.8.8,41993,321757085,e2021.g.akamaiedge.net,AAAA,1,321757085,1,321819573,0,,82,143,, 62488, 0
192.168.1.102,8.8.8.8,13299,633527341,ad.doubleclick.net,A,1,633527341,1,633606698,1,dart.l.doubleclick.net,78,115,216.58.216.134, 79357, 0
192.168.1.102,8.8.8.8,29851,125728588,prod.outbrain.map.fastlylb.net,AAAA,1,125728588,1,125794724,0,,90,151,, 66136, 0
192.168.1.102,8.8.8.8,40014,1457461417,e11572.g.akamaiedge.net,AAAA,1,1457461417,1,1457532097,0,,83,144,, 70680, 0
192.168.1.102,8.8.8.8,34559,1227700332,aranews.net,A,2,1227791362,2,1227875918,0,,71,87,213.108.108.249, 175586, 91030
192.168.1.102,8.8.8.8,12198,1397422672,e607.e11.akamaiedge.net,AAAA,1,1397422672,1,1397473834,0,,83,146,, 51162, 0
192.168.1.102,8.8.8.8,51693,397982292,www.zdnet.de,AAAA,1,397982292,1,398060280,0,,72,131,, 77988, 0
192.168.1.102,8.8.8.8,17996,398850481,e4569.g.akamaiedge.net,A,1,398850481,1,398949344,0,,82,98,23.198.173.12, 98863, 0
192.168.1.102,8.8.8.8,5048,1336864432,googleapis.l.google.com,AAAA,1,1336864432,1,1336933782,0,,83,111,2607:f8b0:400a:808::200a, 69350, 0
192.168.1.102,8.8.8.8,62188,446822799,computerworld.com,A,1,446822799,1,446901270,0,,77,141,151.101.128.230, 78471, 0
